,county,year,totalPopulation
1053,Dolores,2006,1990
1054,Dolores,2007,2003
1055,Dolores,2008,2074
1056,Dolores,2009,2051
1057,Dolores,2010,2060
1058,Dolores,2011,2037
1059,Dolores,2012,1997
1060,Dolores,2013,2022
1061,Dolores,2014,1973
1062,Dolores,2015,1976
1063,Dolores,2016,2048
1064,Dolores,2017,2044
1065,Dolores,2018,2051
1066,Dolores,2019,2033
1067,Dolores,2020,2020
1068,Dolores,2021,1999
1069,Dolores,2022,1980
1070,Dolores,2023,1973
1071,Dolores,2024,1964
1072,Dolores,2025,1950
1073,Dolores,2026,1945
1074,Dolores,2027,1935
1075,Dolores,2028,1920
1076,Dolores,2029,1911
1077,Dolores,2030,1905
1078,Dolores,2031,1895
1079,Dolores,2032,1890
1080,Dolores,2033,1892
1081,Dolores,2034,1880
1082,Dolores,2035,1883
1083,Dolores,2036,1881
1084,Dolores,2037,1881
1085,Dolores,2038,1879
1086,Dolores,2039,1878
1087,Dolores,2040,1884
1088,Dolores,2041,1886
1089,Dolores,2042,1885
1090,Dolores,2043,1888
1091,Dolores,2044,1891
1092,Dolores,2045,1900
1093,Dolores,2046,1896
1094,Dolores,2047,1900
1095,Dolores,2048,1906
1096,Dolores,2049,1910
1097,Dolores,2050,1907
1098,Douglas,1990,61562
1099,Douglas,1991,66688
1100,Douglas,1992,75360
1101,Douglas,1993,83128
1102,Douglas,1994,92530
1103,Douglas,1995,103836
1104,Douglas,1996,114713
1105,Douglas,1997,129329
1106,Douglas,1998,144352
1107,Douglas,1999,162324
1108,Douglas,2000,180511
1109,Douglas,2001,199035
1110,Douglas,2002,209706
1111,Douglas,2003,221146
1112,Douglas,2004,233644
1113,Douglas,2005,244445
1114,Douglas,2006,257832
1115,Douglas,2007,268597
1116,Douglas,2008,276743
1117,Douglas,2009,282161
1118,Douglas,2010,287124
1119,Douglas,2011,292683
1120,Douglas,2012,298855
1121,Douglas,2013,306490
1122,Douglas,2014,314818
1123,Douglas,2015,322314
1124,Douglas,2016,328547
1125,Douglas,2017,336146
1126,Douglas,2018,343326
1127,Douglas,2019,351526
1128,Douglas,2020,357182
1129,Douglas,2021,361892
1130,Douglas,2022,366510
1131,Douglas,2023,371062
1132,Douglas,2024,376319
1133,Douglas,2025,382419
1134,Douglas,2026,387984
1135,Douglas,2027,393620
1136,Douglas,2028,399229
1137,Douglas,2029,404791
1138,Douglas,2030,410108
1139,Douglas,2031,415289
1140,Douglas,2032,420311
1141,Douglas,2033,424960
1142,Douglas,2034,429224
1143,Douglas,2035,433338
1144,Douglas,2036,437239
1145,Douglas,2037,440902
1146,Douglas,2038,444329
1147,Douglas,2039,447526
1148,Douglas,2040,450473
1149,Douglas,2041,453171
1150,Douglas,2042,455618
1151,Douglas,2043,457804
1152,Douglas,2044,459714
1153,Douglas,2045,461358
1154,Douglas,2046,462765
1155,Douglas,2047,463955
1156,Douglas,2048,464943
1157,Douglas,2049,465762
1158,Douglas,2050,466437
1159,Eagle,1990,22106
1160,Eagle,1991,23459
1161,Eagle,1992,24938
1162,Eagle,1993,26834
1163,Eagle,1994,29026
1164,Eagle,1995,30882
1165,Eagle,1996,32928
1166,Eagle,1997,35206
1167,Eagle,1998,37611
1168,Eagle,1999,39910
1169,Eagle,2000,43288
1170,Eagle,2001,44440
1171,Eagle,2002,45104
1172,Eagle,2003,45757
1173,Eagle,2004,46480
1174,Eagle,2005,47278
1175,Eagle,2006,48215
1176,Eagle,2007,49286
1177,Eagle,2008,50301
1178,Eagle,2009,51522
1179,Eagle,2010,52057
1180,Eagle,2011,52025
1181,Eagle,2012,52302
1182,Eagle,2013,52791
1183,Eagle,2014,53251
1184,Eagle,2015,53841
1185,Eagle,2016,54523
1186,Eagle,2017,54909
1187,Eagle,2018,54888
1188,Eagle,2019,55071
1189,Eagle,2020,55445
1190,Eagle,2021,55689
1191,Eagle,2022,56206
1192,Eagle,2023,56818
1193,Eagle,2024,57417
1194,Eagle,2025,58034
1195,Eagle,2026,58789
1196,Eagle,2027,59594
1197,Eagle,2028,60388
1198,Eagle,2029,61181
1199,Eagle,2030,61962
1200,Eagle,2031,62745
1201,Eagle,2032,63518
1202,Eagle,2033,64293
1203,Eagle,2034,65051
1204,Eagle,2035,65798
1205,Eagle,2036,66536
1206,Eagle,2037,67269
1207,Eagle,2038,67984
1208,Eagle,2039,68682
1209,Eagle,2040,69368
1210,Eagle,2041,70043
1211,Eagle,2042,70709
1212,Eagle,2043,71352
1213,Eagle,2044,71992
1214,Eagle,2045,72607
1215,Eagle,2046,73213
1216,Eagle,2047,73803
1217,Eagle,2048,74399
1218,Eagle,2049,74969
1219,Eagle,2050,75542
1220,El Paso,1990,397889
1221,El Paso,1991,405951
1222,El Paso,1992,422819
1223,El Paso,1993,437127
1224,El Paso,1994,456506
1225,El Paso,1995,469692
1226,El Paso,1996,476988
1227,El Paso,1997,486808
1228,El Paso,1998,498018
1229,El Paso,1999,508809
1230,El Paso,2000,519803
1231,El Paso,2001,536336
1232,El Paso,2002,545239
1233,El Paso,2003,551671
1234,El Paso,2004,558449
1235,El Paso,2005,569322
1236,El Paso,2006,582501
1237,El Paso,2007,588777
1238,El Paso,2008,599064
1239,El Paso,2009,608519
1240,El Paso,2010,627232
1241,El Paso,2011,638643
1242,El Paso,2012,647428
1243,El Paso,2013,656776
1244,El Paso,2014,663948
1245,El Paso,2015,675647
1246,El Paso,2016,689483
1247,El Paso,2017,701364
1248,El Paso,2018,714381
1249,El Paso,2019,722490
1250,El Paso,2020,731805
1251,El Paso,2021,740811
1252,El Paso,2022,749197
1253,El Paso,2023,758230
1254,El Paso,2024,767855
1255,El Paso,2025,778250
1256,El Paso,2026,789792
1257,El Paso,2027,801909
1258,El Paso,2028,813994
1259,El Paso,2029,826115
1260,El Paso,2030,838190
1261,El Paso,2031,850214
1262,El Paso,2032,862127
1263,El Paso,2033,873929
1264,El Paso,2034,885604
1265,El Paso,2035,897246
1266,El Paso,2036,908825
1267,El Paso,2037,920260
1268,El Paso,2038,931535
1269,El Paso,2039,942703
1270,El Paso,2040,953757
1271,El Paso,2041,964597
1272,El Paso,2042,975314
1273,El Paso,2043,985862
1274,El Paso,2044,996252
1275,El Paso,2045,1006523
1276,El Paso,2046,1016710
1277,El Paso,2047,1026813
1278,El Paso,2048,1036849
1279,El Paso,2049,1046832
1280,El Paso,2050,1056775
1281,Elbert,1990,9746
1282,Elbert,1991,10267
1283,Elbert,1992,10764
1284,Elbert,1993,11535
1285,Elbert,1994,12846
1286,Elbert,1995,14325
1287,Elbert,1996,15812
1288,Elbert,1997,16987
1289,Elbert,1998,18030
1290,Elbert,1999,19086
1291,Elbert,2000,20102
1292,Elbert,2001,21294
1293,Elbert,2002,21606
1294,Elbert,2003,21938
1295,Elbert,2004,22040
1296,Elbert,2005,22259
1297,Elbert,2006,22526
1298,Elbert,2007,22480
1299,Elbert,2008,22664
1300,Elbert,2009,22892
1301,Elbert,2010,23107
1302,Elbert,2011,23136
1303,Elbert,2012,23242
1304,Elbert,2013,23503
1305,Elbert,2014,23999
1306,Elbert,2015,24594
1307,Elbert,2016,25111
1308,Elbert,2017,25735
1309,Elbert,2018,26274
1310,Elbert,2019,26682
1311,Elbert,2020,27309
1312,Elbert,2021,27864
1313,Elbert,2022,28580
1314,Elbert,2023,29327
1315,Elbert,2024,30138
1316,Elbert,2025,31001
1317,Elbert,2026,31971
1318,Elbert,2027,32911
1319,Elbert,2028,33843
1320,Elbert,2029,34766
1321,Elbert,2030,35678
1322,Elbert,2031,36440
1323,Elbert,2032,37193
1324,Elbert,2033,37935
1325,Elbert,2034,38654
1326,Elbert,2035,39367
1327,Elbert,2036,40062
1328,Elbert,2037,40732
1329,Elbert,2038,41400
1330,Elbert,2039,42050
1331,Elbert,2040,42688
1332,Elbert,2041,43321
1333,Elbert,2042,43930
1334,Elbert,2043,44528
1335,Elbert,2044,45112
1336,Elbert,2045,45695
1337,Elbert,2046,46268
1338,Elbert,2047,46821
1339,Elbert,2048,47368
1340,Elbert,2049,47909
1341,Elbert,2050,48451
1342,Fremont,1990,32221
1343,Fremont,1991,32236
1344,Fremont,1992,33818
1345,Fremont,1993,36504
1346,Fremont,1994,38711
1347,Fremont,1995,40520
1348,Fremont,1996,41831
1349,Fremont,1997,42854
1350,Fremont,1998,43817
1351,Fremont,1999,45135
1352,Fremont,2000,46369
1353,Fremont,2001,46738
1354,Fremont,2002,46971
1355,Fremont,2003,46825
1356,Fremont,2004,46537
1357,Fremont,2005,46448
1358,Fremont,2006,46702
1359,Fremont,2007,46662
1360,Fremont,2008,46777
1361,Fremont,2009,46637
1362,Fremont,2010,46854
1363,Fremont,2011,47432
1364,Fremont,2012,47088
1365,Fremont,2013,46334
1366,Fremont,2014,46147
1367,Fremont,2015,46277
1368,Fremont,2016,46997
1369,Fremont,2017,47590
1370,Fremont,2018,47886
1371,Fremont,2019,47649
1372,Fremont,2020,47466
1373,Fremont,2021,47337
1374,Fremont,2022,47359
1375,Fremont,2023,47386
1376,Fremont,2024,47440
1377,Fremont,2025,47492
1378,Fremont,2026,47636
1379,Fremont,2027,47774
1380,Fremont,2028,47954
1381,Fremont,2029,48173
1382,Fremont,2030,48449
1383,Fremont,2031,48714
1384,Fremont,2032,48967
1385,Fremont,2033,49223
1386,Fremont,2034,49471
1387,Fremont,2035,49726
1388,Fremont,2036,49977
1389,Fremont,2037,50211
1390,Fremont,2038,50450
1391,Fremont,2039,50688
1392,Fremont,2040,50927
1393,Fremont,2041,51175
1394,Fremont,2042,51417
1395,Fremont,2043,51658
1396,Fremont,2044,51912
1397,Fremont,2045,52159
1398,Fremont,2046,52415
1399,Fremont,2047,52679
1400,Fremont,2048,52942
1401,Fremont,2049,53201
1402,Fremont,2050,53469
1403,Garfield,1990,30149
1404,Garfield,1991,31228
1405,Garfield,1992,31348
1406,Garfield,1993,32579
1407,Garfield,1994,34496
1408,Garfield,1995,36417
1409,Garfield,1996,37678
1410,Garfield,1997,38887
1411,Garfield,1998,41225
1412,Garfield,1999,42694
1413,Garfield,2000,44239
1414,Garfield,2001,45909
1415,Garfield,2002,46728
1416,Garfield,2003,47483
1417,Garfield,2004,48159
1418,Garfield,2005,49261
1419,Garfield,2006,51106
1420,Garfield,2007,52677
1421,Garfield,2008,54228
1422,Garfield,2009,55401
1423,Garfield,2010,56150
1424,Garfield,2011,56111
1425,Garfield,2012,56846
1426,Garfield,2013,57014
1427,Garfield,2014,57255
1428,Garfield,2015,57802
1429,Garfield,2016,58931
1430,Garfield,2017,59148
1431,Garfield,2018,59824
1432,Garfield,2019,60161
1433,Garfield,2020,60858
1434,Garfield,2021,61518
1435,Garfield,2022,62260
1436,Garfield,2023,63051
1437,Garfield,2024,63886
1438,Garfield,2025,64789
1439,Garfield,2026,65838
1440,Garfield,2027,66974
1441,Garfield,2028,68220
1442,Garfield,2029,69525
1443,Garfield,2030,70892
1444,Garfield,2031,72274
1445,Garfield,2032,73655
1446,Garfield,2033,75036
1447,Garfield,2034,76420
1448,Garfield,2035,77794
1449,Garfield,2036,79158
1450,Garfield,2037,80525
1451,Garfield,2038,81877
1452,Garfield,2039,83226
1453,Garfield,2040,84559
1454,Garfield,2041,85881
1455,Garfield,2042,87189
1456,Garfield,2043,88486
1457,Garfield,2044,89758
1458,Garfield,2045,91011
1459,Garfield,2046,92258
1460,Garfield,2047,93475
1461,Garfield,2048,94683
1462,Garfield,2049,95880
1463,Garfield,2050,97068
1464,Gilpin,1990,3070
1465,Gilpin,1991,3091
1466,Gilpin,1992,3239
1467,Gilpin,1993,3372
1468,Gilpin,1994,3499
1469,Gilpin,1995,3670
1470,Gilpin,1996,3789
1471,Gilpin,1997,4035
1472,Gilpin,1998,4241
1473,Gilpin,1999,4538
1474,Gilpin,2000,4807
1475,Gilpin,2001,4830
1476,Gilpin,2002,4834
1477,Gilpin,2003,4847
1478,Gilpin,2004,4826
1479,Gilpin,2005,4893
1480,Gilpin,2006,4953
1481,Gilpin,2007,4956
1482,Gilpin,2008,5084
1483,Gilpin,2009,5392
1484,Gilpin,2010,5463
1485,Gilpin,2011,5417
1486,Gilpin,2012,5426
1487,Gilpin,2013,5523
1488,Gilpin,2014,5746
1489,Gilpin,2015,5795
1490,Gilpin,2016,5906
1491,Gilpin,2017,6008
1492,Gilpin,2018,6105
1493,Gilpin,2019,6215
1494,Gilpin,2020,6190
1495,Gilpin,2021,6178
1496,Gilpin,2022,6170
1497,Gilpin,2023,6157
1498,Gilpin,2024,6157
1499,Gilpin,2025,6150
1500,Gilpin,2026,6135
1501,Gilpin,2027,6129
1502,Gilpin,2028,6119
1503,Gilpin,2029,6104
1504,Gilpin,2030,6096
1505,Gilpin,2031,6109
1506,Gilpin,2032,6119
1507,Gilpin,2033,6145
1508,Gilpin,2034,6165
1509,Gilpin,2035,6185
1510,Gilpin,2036,6188
1511,Gilpin,2037,6196
1512,Gilpin,2038,6202
1513,Gilpin,2039,6210
1514,Gilpin,2040,6206
1515,Gilpin,2041,6204
1516,Gilpin,2042,6207
1517,Gilpin,2043,6203
1518,Gilpin,2044,6204
1519,Gilpin,2045,6196
1520,Gilpin,2046,6202
1521,Gilpin,2047,6196
1522,Gilpin,2048,6195
1523,Gilpin,2049,6194
1524,Gilpin,2050,6192
1525,Grand,1990,7967
1526,Grand,1991,8391
1527,Grand,1992,8605
1528,Grand,1993,8930
1529,Grand,1994,9348
1530,Grand,1995,9952
1531,Grand,1996,10512
1532,Grand,1997,10960
1533,Grand,1998,11411
1534,Grand,1999,11996
1535,Grand,2000,12852
1536,Grand,2001,13282
1537,Grand,2002,13458
1538,Grand,2003,13681
1539,Grand,2004,13917
1540,Grand,2005,13893
1541,Grand,2006,14137
1542,Grand,2007,14341
1543,Grand,2008,14531
1544,Grand,2009,14660
1545,Grand,2010,14790
1546,Grand,2011,14559
1547,Grand,2012,14216
1548,Grand,2013,14315
1549,Grand,2014,14558
1550,Grand,2015,14726
1551,Grand,2016,15172
1552,Grand,2017,15363
1553,Grand,2018,15502
1554,Grand,2019,15720
1555,Grand,2020,15746
1556,Grand,2021,15763
1557,Grand,2022,15951
1558,Grand,2023,16146
1559,Grand,2024,16359
1560,Grand,2025,16586
1561,Grand,2026,16821
1562,Grand,2027,17007
1563,Grand,2028,17214
1564,Grand,2029,17468
1565,Grand,2030,17744
1566,Grand,2031,18029
1567,Grand,2032,18313
1568,Grand,2033,18597
1569,Grand,2034,18890
1570,Grand,2035,19176
1571,Grand,2036,19460
1572,Grand,2037,19742
1573,Grand,2038,20030
1574,Grand,2039,20312
1575,Grand,2040,20601
1576,Grand,2041,20880
1577,Grand,2042,21153
1578,Grand,2043,21427
1579,Grand,2044,21690
1580,Grand,2045,21953
1581,Grand,2046,22219
1582,Grand,2047,22475
1583,Grand,2048,22727
1584,Grand,2049,22974
1585,Grand,2050,23227
1586,Gunnison,1990,10273
1587,Gunnison,1991,10413
1588,Gunnison,1992,10771
1589,Gunnison,1993,11306
1590,Gunnison,1994,11667
1591,Gunnison,1995,11982
1592,Gunnison,1996,12241
1593,Gunnison,1997,12396
1594,Gunnison,1998,13444
1595,Gunnison,1999,13736
1596,Gunnison,2000,13988
1597,Gunnison,2001,14340
1598,Gunnison,2002,14310
1599,Gunnison,2003,14208
1600,Gunnison,2004,14226
1601,Gunnison,2005,14473
1602,Gunnison,2006,14648
1603,Gunnison,2007,14950
1604,Gunnison,2008,15138
1605,Gunnison,2009,15269
1606,Gunnison,2010,15309
1607,Gunnison,2011,15410
1608,Gunnison,2012,15393
1609,Gunnison,2013,15612
1610,Gunnison,2014,15800
1611,Gunnison,2015,16133
1612,Gunnison,2016,16447
1613,Gunnison,2017,16891
1614,Gunnison,2018,17189
1615,Gunnison,2019,17495
1616,Gunnison,2020,17544
1617,Gunnison,2021,17607
1618,Gunnison,2022,17695
1619,Gunnison,2023,17798
1620,Gunnison,2024,17904
1621,Gunnison,2025,18021
1622,Gunnison,2026,18137
1623,Gunnison,2027,18302
1624,Gunnison,2028,18455
1625,Gunnison,2029,18603
1626,Gunnison,2030,18751
1627,Gunnison,2031,18890
1628,Gunnison,2032,19036
1629,Gunnison,2033,19174
1630,Gunnison,2034,19324
1631,Gunnison,2035,19452
1632,Gunnison,2036,19593
1633,Gunnison,2037,19732
1634,Gunnison,2038,19865
1635,Gunnison,2039,20000
1636,Gunnison,2040,20134
1637,Gunnison,2041,20264
1638,Gunnison,2042,20367
1639,Gunnison,2043,20467
1640,Gunnison,2044,20567
1641,Gunnison,2045,20653
1642,Gunnison,2046,20735
1643,Gunnison,2047,20831
1644,Gunnison,2048,20911
1645,Gunnison,2049,20996
1646,Gunnison,2050,21078
1647,Hinsdale,1990,467
1648,Hinsdale,1991,449
1649,Hinsdale,1992,504
1650,Hinsdale,1993,535
1651,Hinsdale,1994,614
1652,Hinsdale,1995,657
1653,Hinsdale,1996,710
1654,Hinsdale,1997,739
1655,Hinsdale,1998,775
1656,Hinsdale,1999,787
1657,Hinsdale,2000,792
1658,Hinsdale,2001,801
1659,Hinsdale,2002,805
1660,Hinsdale,2003,785
1661,Hinsdale,2004,833
1662,Hinsdale,2005,808
1663,Hinsdale,2006,829
1664,Hinsdale,2007,847
1665,Hinsdale,2008,825
1666,Hinsdale,2009,828
1667,Hinsdale,2010,843
1668,Hinsdale,2011,834
1669,Hinsdale,2012,809
1670,Hinsdale,2013,806
1671,Hinsdale,2014,770
1672,Hinsdale,2015,765
1673,Hinsdale,2016,787
1674,Hinsdale,2017,789
1675,Hinsdale,2018,805
1676,Hinsdale,2019,817
1677,Hinsdale,2020,825
1678,Hinsdale,2021,838
1679,Hinsdale,2022,837
1680,Hinsdale,2023,848
1681,Hinsdale,2024,864
1682,Hinsdale,2025,872
1683,Hinsdale,2026,881
1684,Hinsdale,2027,888
1685,Hinsdale,2028,900
1686,Hinsdale,2029,906
1687,Hinsdale,2030,918
1688,Hinsdale,2031,927
1689,Hinsdale,2032,932
1690,Hinsdale,2033,952
1691,Hinsdale,2034,959
1692,Hinsdale,2035,971
1693,Hinsdale,2036,984
1694,Hinsdale,2037,999
1695,Hinsdale,2038,1016
1696,Hinsdale,2039,1026
1697,Hinsdale,2040,1036
1698,Hinsdale,2041,1053
1699,Hinsdale,2042,1067
1700,Hinsdale,2043,1079
1701,Hinsdale,2044,1077
1702,Hinsdale,2045,1090
1703,Hinsdale,2046,1097
1704,Hinsdale,2047,1102
1705,Hinsdale,2048,1105
1706,Hinsdale,2049,1113
1707,Hinsdale,2050,1123
1708,Huerfano,1990,6009
1709,Huerfano,1991,6060
1710,Huerfano,1992,6182
1711,Huerfano,1993,6443
1712,Huerfano,1994,6914
1713,Huerfano,1995,7159
1714,Huerfano,1996,7395
1715,Huerfano,1997,7667
1716,Huerfano,1998,7780
1717,Huerfano,1999,7830
1718,Huerfano,2000,7826
1719,Huerfano,2001,7903
1720,Huerfano,2002,7916
1721,Huerfano,2003,8044
1722,Huerfano,2004,7731
1723,Huerfano,2005,7821
1724,Huerfano,2006,7749
1725,Huerfano,2007,7659
1726,Huerfano,2008,7676
1727,Huerfano,2009,6712
1728,Huerfano,2010,6655
1729,Huerfano,2011,6502
1730,Huerfano,2012,6546
1731,Huerfano,2013,6447
1732,Huerfano,2014,6381
1733,Huerfano,2015,6383
1734,Huerfano,2016,6568
1735,Huerfano,2017,6618
1736,Huerfano,2018,6864
1737,Huerfano,2019,6854
1738,Huerfano,2020,6782
1739,Huerfano,2021,6723
1740,Huerfano,2022,6705
1741,Huerfano,2023,6681
1742,Huerfano,2024,6670
1743,Huerfano,2025,6659
1744,Huerfano,2026,6652
1745,Huerfano,2027,6631
1746,Huerfano,2028,6609
1747,Huerfano,2029,6584
1748,Huerfano,2030,6558
1749,Huerfano,2031,6536
1750,Huerfano,2032,6502
1751,Huerfano,2033,6475
1752,Huerfano,2034,6434
1753,Huerfano,2035,6389
1754,Huerfano,2036,6346
1755,Huerfano,2037,6292
1756,Huerfano,2038,6252
1757,Huerfano,2039,6206
1758,Huerfano,2040,6163
1759,Huerfano,2041,6115
1760,Huerfano,2042,6070
1761,Huerfano,2043,6019
1762,Huerfano,2044,5975
1763,Huerfano,2045,5926
1764,Huerfano,2046,5875
1765,Huerfano,2047,5833
1766,Huerfano,2048,5796
1767,Huerfano,2049,5747
1768,Huerfano,2050,5712
1769,Jackson,1990,1605
1770,Jackson,1991,1560
1771,Jackson,1992,1577
1772,Jackson,1993,1628
1773,Jackson,1994,1646
1774,Jackson,1995,1613
1775,Jackson,1996,1593
1776,Jackson,1997,1599
1777,Jackson,1998,1591
1778,Jackson,1999,1580
1779,Jackson,2000,1574
1780,Jackson,2001,1590
1781,Jackson,2002,1590
1782,Jackson,2003,1587
1783,Jackson,2004,1522
1784,Jackson,2005,1489
1785,Jackson,2006,1441
1786,Jackson,2007,1423
1787,Jackson,2008,1384
1788,Jackson,2009,1386
1789,Jackson,2010,1387
1790,Jackson,2011,1357
1791,Jackson,2012,1325
1792,Jackson,2013,1333
1793,Jackson,2014,1384
1794,Jackson,2015,1356
1795,Jackson,2016,1357
1796,Jackson,2017,1374
1797,Jackson,2018,1393
1798,Jackson,2019,1384
1799,Jackson,2020,1365
1800,Jackson,2021,1355
1801,Jackson,2022,1349
1802,Jackson,2023,1337
1803,Jackson,2024,1319
1804,Jackson,2025,1316
1805,Jackson,2026,1299
1806,Jackson,2027,1289
1807,Jackson,2028,1289
1808,Jackson,2029,1289
1809,Jackson,2030,1286
1810,Jackson,2031,1277
1811,Jackson,2032,1272
1812,Jackson,2033,1262
1813,Jackson,2034,1260
1814,Jackson,2035,1252
1815,Jackson,2036,1244
1816,Jackson,2037,1247
1817,Jackson,2038,1242
1818,Jackson,2039,1231
1819,Jackson,2040,1227
1820,Jackson,2041,1215
1821,Jackson,2042,1219
1822,Jackson,2043,1213
1823,Jackson,2044,1212
1824,Jackson,2045,1203
1825,Jackson,2046,1197
1826,Jackson,2047,1183
1827,Jackson,2048,1179
1828,Jackson,2049,1179
1829,Jackson,2050,1172
1830,Jefferson,1990,439886
1831,Jefferson,1991,449663
1832,Jefferson,1992,463534
1833,Jefferson,1993,476206
1834,Jefferson,1994,483432
1835,Jefferson,1995,491314
1836,Jefferson,1996,498048
1837,Jefferson,1997,504230
1838,Jefferson,1998,512482
1839,Jefferson,1999,520811
1840,Jefferson,2000,526716
1841,Jefferson,2001,528070
1842,Jefferson,2002,527541
1843,Jefferson,2003,525428
1844,Jefferson,2004,524880
1845,Jefferson,2005,523518
1846,Jefferson,2006,524579
1847,Jefferson,2007,527121
1848,Jefferson,2008,530564
1849,Jefferson,2009,532604
1850,Jefferson,2010,535651
1851,Jefferson,2011,540617
1852,Jefferson,2012,546619
1853,Jefferson,2013,552211
1854,Jefferson,2014,558986
1855,Jefferson,2015,565121
1856,Jefferson,2016,571645
1857,Jefferson,2017,575723
1858,Jefferson,2018,579647
1859,Jefferson,2019,583082
1860,Jefferson,2020,585341
1861,Jefferson,2021,587612
1862,Jefferson,2022,590873
1863,Jefferson,2023,593919
1864,Jefferson,2024,597020
1865,Jefferson,2025,600094
1866,Jefferson,2026,603692
1867,Jefferson,2027,607450
1868,Jefferson,2028,611103
1869,Jefferson,2029,614659
1870,Jefferson,2030,618093
1871,Jefferson,2031,621397
1872,Jefferson,2032,624543
1873,Jefferson,2033,627529
1874,Jefferson,2034,630388
1875,Jefferson,2035,633082
1876,Jefferson,2036,635635
1877,Jefferson,2037,638039
1878,Jefferson,2038,640277
1879,Jefferson,2039,642388
1880,Jefferson,2040,644363
1881,Jefferson,2041,646211
1882,Jefferson,2042,647916
1883,Jefferson,2043,649463
1884,Jefferson,2044,650863
1885,Jefferson,2045,652102
1886,Jefferson,2046,653222
1887,Jefferson,2047,653923
1888,Jefferson,2048,654306
1889,Jefferson,2049,654603
1890,Jefferson,2050,654851
1891,Kiowa,1990,1688
1892,Kiowa,1991,1682
1893,Kiowa,1992,1700
1894,Kiowa,1993,1700
1895,Kiowa,1994,1698
1896,Kiowa,1995,1638
1897,Kiowa,1996,1662
1898,Kiowa,1997,1660
1899,Kiowa,1998,1655
1900,Kiowa,1999,1626
1901,Kiowa,2000,1612
1902,Kiowa,2001,1607
1903,Kiowa,2002,1566
1904,Kiowa,2003,1556
1905,Kiowa,2004,1527
1906,Kiowa,2005,1540
1907,Kiowa,2006,1517
1908,Kiowa,2007,1472
1909,Kiowa,2008,1430
1910,Kiowa,2009,1393
1911,Kiowa,2010,1399
1912,Kiowa,2011,1428
1913,Kiowa,2012,1407
1914,Kiowa,2013,1392
1915,Kiowa,2014,1383
1916,Kiowa,2015,1377
1917,Kiowa,2016,1345
1918,Kiowa,2017,1365
1919,Kiowa,2018,1374
1920,Kiowa,2019,1393
1921,Kiowa,2020,1390
1922,Kiowa,2021,1390
1923,Kiowa,2022,1379
1924,Kiowa,2023,1379
1925,Kiowa,2024,1372
1926,Kiowa,2025,1367
1927,Kiowa,2026,1355
1928,Kiowa,2027,1347
1929,Kiowa,2028,1341
1930,Kiowa,2029,1332
1931,Kiowa,2030,1318
1932,Kiowa,2031,1307
1933,Kiowa,2032,1298
1934,Kiowa,2033,1287
1935,Kiowa,2034,1282
1936,Kiowa,2035,1276
1937,Kiowa,2036,1259
1938,Kiowa,2037,1252
1939,Kiowa,2038,1242
1940,Kiowa,2039,1231
1941,Kiowa,2040,1223
1942,Kiowa,2041,1221
1943,Kiowa,2042,1208
1944,Kiowa,2043,1196
1945,Kiowa,2044,1198
1946,Kiowa,2045,1190
1947,Kiowa,2046,1175
1948,Kiowa,2047,1174
1949,Kiowa,2048,1166
1950,Kiowa,2049,1156
1951,Kiowa,2050,1150
1952,Kit Carson,1990,7140
1953,Kit Carson,1991,7156
1954,Kit Carson,1992,7234
1955,Kit Carson,1993,7262
1956,Kit Carson,1994,7340
1957,Kit Carson,1995,7413
1958,Kit Carson,1996,7479
1959,Kit Carson,1997,7601
1960,Kit Carson,1998,7756
1961,Kit Carson,1999,7901
1962,Kit Carson,2000,7975
1963,Kit Carson,2001,8078
1964,Kit Carson,2002,8287
1965,Kit Carson,2003,8186
1966,Kit Carson,2004,8259
1967,Kit Carson,2005,7998
1968,Kit Carson,2006,7944
1969,Kit Carson,2007,7835
1970,Kit Carson,2008,8042
1971,Kit Carson,2009,8269
1972,Kit Carson,2010,8267
1973,Kit Carson,2011,8163
1974,Kit Carson,2012,8067
1975,Kit Carson,2013,8234
1976,Kit Carson,2014,8009
1977,Kit Carson,2015,8212
1978,Kit Carson,2016,7641
1979,Kit Carson,2017,7160
1980,Kit Carson,2018,7166
1981,Kit Carson,2019,7130
1982,Kit Carson,2020,7138
1983,Kit Carson,2021,7167
1984,Kit Carson,2022,7210
1985,Kit Carson,2023,7257
1986,Kit Carson,2024,7313
1987,Kit Carson,2025,7362
1988,Kit Carson,2026,7420
1989,Kit Carson,2027,7477
1990,Kit Carson,2028,7538
1991,Kit Carson,2029,7594
1992,Kit Carson,2030,7656
1993,Kit Carson,2031,7716
1994,Kit Carson,2032,7786
1995,Kit Carson,2033,7854
1996,Kit Carson,2034,7914
1997,Kit Carson,2035,7989
1998,Kit Carson,2036,8064
1999,Kit Carson,2037,8133
2000,Kit Carson,2038,8214
2001,Kit Carson,2039,8281
2002,Kit Carson,2040,8356
2003,Kit Carson,2041,8433
2004,Kit Carson,2042,8498
2005,Kit Carson,2043,8577
2006,Kit Carson,2044,8642
2007,Kit Carson,2045,8713
2008,Kit Carson,2046,8788
2009,Kit Carson,2047,8860
2010,Kit Carson,2048,8933
2011,Kit Carson,2049,9011
2012,Kit Carson,2050,9079
2013,La Plata,1990,32466
2014,La Plata,1991,33411
2015,La Plata,1992,34430
2016,La Plata,1993,35595
2017,La Plata,1994,36904
2018,La Plata,1995,38760
2019,La Plata,1996,39700
